Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
BVH,logistic_regression,test,0.896551724137931,0.9076354679802956,0.896551724137931,0.8684450227716332
BVH,logistic_regression,train,0.9017857142857143,0.9081632653061223,0.9017857142857143,0.9014005602240897
BVH,logistic_regression,valid,0.6774193548387096,0.8671726755218216,0.6774193548387096,0.7021788341822298
BVH,lstm,test,0.13793103448275862,0.019024970273483946,0.13793103448275862,0.03343782654127482
BVH,lstm,train,0.5,0.25,0.5,0.3333333333333333
BVH,lstm,valid,0.7741935483870968,0.5993756503642039,0.7741935483870968,0.6756598240469208
BVH,svm,test,0.8275862068965517,0.808576480990274,0.8275862068965517,0.816961267265527
BVH,svm,train,0.9285714285714286,0.9307692307692308,0.9285714285714286,0.9284802043422733
BVH,svm,valid,0.8064516129032258,0.8586510263929618,0.8064516129032258,0.8191593352883675
BVH,transformer,test,0.896551724137931,0.9076354679802956,0.896551724137931,0.8684450227716332
BVH,transformer,train,0.8035714285714286,0.8305555555555557,0.8035714285714286,0.7994791666666667
BVH,transformer,valid,0.5806451612903226,0.7415322580645162,0.5806451612903226,0.6143057503506312
