Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
ATA,logistic_regression,test,0.6585365853658537,0.6585365853658537,1.0,0.7941176470588235
ATA,logistic_regression,train,0.652317880794702,0.652317880794702,0.652317880794702,0.652317880794702
ATA,logistic_regression,valid,0.6111111111111112,0.6301369863013698,0.8518518518518519,0.7244094488188977
ATA,lstm,test,0.6829268292682927,0.675,1.0,0.8059701492537313
ATA,lstm,train,0.7334437086092715,0.7764705882352941,0.6556291390728477,0.7109515260323159
ATA,lstm,valid,0.6666666666666666,0.6764705882352942,0.8518518518518519,0.7540983606557377
ATA,svm,test,0.6585365853658537,0.6585365853658537,1.0,0.7941176470588235
ATA,svm,train,1.0,1.0,1.0,1.0
ATA,svm,valid,0.6,0.6,1.0,0.75
ATA,transformer,test,0.6585365853658537,0.6585365853658537,1.0,0.7941176470588235
ATA,transformer,train,0.6605960264900662,0.6789667896678967,0.609271523178808,0.6422338568935427
ATA,transformer,valid,0.6222222222222222,0.6785714285714286,0.7037037037037037,0.6909090909090909
